   1.1163476583213117e-01   1.7010200287045196e-01  -1.0000000000000000e+00
   3.6248131023475605e-01   2.2745383114793172e-01   1.0000000000000000e+00
   6.8424150403109119e-03   3.7815344617996394e-01  -1.0000000000000000e+00
  -3.0719549160937920e-01  -2.7131701369591721e-01   1.0000000000000000e+00
   5.0381392283416204e-04  -4.7302342310914303e-01   1.0000000000000000e+00
  -3.6861376104927768e-01   4.3911190494525920e-01   1.0000000000000000e+00
   3.9216587753429866e-01   3.6861500751908360e-01   1.0000000000000000e+00
  -2.6854909165138641e-01   1.0022900369304277e-01  -1.0000000000000000e+00
   1.0957287235244173e-01   9.1622690718606514e-02  -1.0000000000000000e+00
   3.9378645751324659e-02  -1.7953160697903714e-01  -1.0000000000000000e+00
   3.5809343363286406e-01   4.4198986042726518e-01   1.0000000000000000e+00
   2.5366230203850182e-01   8.7783269592826674e-02  -1.0000000000000000e+00
   1.0383355660343996e-01  -2.5719038798970451e-01  -1.0000000000000000e+00
  -3.2701801968148780e-01   3.7255082094944292e-01   1.0000000000000000e+00
  -2.4120566671021404e-01   2.4333483281377810e-01  -1.0000000000000000e+00
  -6.4366752853746378e-02   2.3682484649508095e-01  -1.0000000000000000e+00
   3.5921104541280846e-01  -5.7651585614380885e-02  -1.0000000000000000e+00
   1.6699762084630498e-01   2.7412979383638314e-01  -1.0000000000000000e+00
   4.7471305324586166e-01  -2.4242883557752770e-01   1.0000000000000000e+00
   2.6398274653788634e-01  -4.3506940332818012e-01   1.0000000000000000e+00
  -4.5155238877650306e-01  -3.9097133447398069e-02   1.0000000000000000e+00
  -3.7404085659979280e-01   7.0571619632447624e-02  -1.0000000000000000e+00
   1.6703223001297318e-01   2.4022153337266339e-01  -1.0000000000000000e+00
   4.7126444095406239e-01   4.5460177501248489e-01   1.0000000000000000e+00
  -1.9118980332543567e-01   3.2090817191207244e-01  -1.0000000000000000e+00
  -1.0311613518121643e-01  -2.1207598683826356e-01  -1.0000000000000000e+00
  -2.8149709875113671e-01   1.1189640876697338e-01  -1.0000000000000000e+00
  -2.6045398122076069e-02  -4.5328380959288594e-02  -1.0000000000000000e+00
  -3.1537241664179683e-01   7.9185768043023907e-02  -1.0000000000000000e+00
   4.7066241828119804e-01  -1.8143859630402781e-01   1.0000000000000000e+00
   8.0024503401797009e-02   3.9730100054973605e-01   1.0000000000000000e+00
   4.6726129959164886e-01   3.6209212381538758e-01   1.0000000000000000e+00
   1.3438227754395449e-01   2.4454922728750583e-01  -1.0000000000000000e+00
  -4.6701460723789967e-01   2.7397865092845508e-01   1.0000000000000000e+00
  -4.1159618546904353e-01   2.0528965204153493e-01   1.0000000000000000e+00
   9.7173804204698122e-02  -7.2985456063150989e-02  -1.0000000000000000e+00
  -2.5427454179546716e-01  -2.8726743754350870e-01  -1.0000000000000000e+00
  -1.5410484499333155e-01   3.2326224687395677e-01  -1.0000000000000000e+00
  -4.4832785431038602e-01  -3.0779172032930413e-01   1.0000000000000000e+00
   3.4140911127941398e-01   4.3286698386876576e-01   1.0000000000000000e+00
   3.1219557567755407e-01   1.2452964177782166e-01  -1.0000000000000000e+00
  -6.0125189147606894e-02   4.5942817123290669e-01   1.0000000000000000e+00
  -3.9629590769525636e-01   7.0232028963376436e-02   1.0000000000000000e+00
  -4.7255459081836593e-02   3.8435475914513884e-01  -1.0000000000000000e+00
  -3.4670655118875449e-01   1.5386307707080094e-01  -1.0000000000000000e+00
   3.6655739934634490e-01  -3.0669427288803508e-01   1.0000000000000000e+00
   4.0509194203417487e-01   1.3393971016066175e-01   1.0000000000000000e+00
  -4.1145965505623194e-01   2.6925372712059159e-01   1.0000000000000000e+00
  -2.2014514680042874e-01   9.3962232735999018e-03  -1.0000000000000000e+00
   3.8887199339348011e-01  -1.0611965455136141e-01   1.0000000000000000e+00
  -3.4399279347099510e-01  -2.0162891160719654e-01  -1.0000000000000000e+00
   1.1789942840607548e-01   5.5309173643830145e-02  -1.0000000000000000e+00
   1.8783717343643402e-01  -3.5463083709564336e-01   1.0000000000000000e+00
  -1.1529909046826825e-03  -1.9601844429540305e-01  -1.0000000000000000e+00
  -1.5387436075771332e-01   9.3855878782552749e-03  -1.0000000000000000e+00
   3.5046074803809169e-02  -5.6533532096959993e-02  -1.0000000000000000e+00
  -3.9238254294287356e-01   8.6160692217229662e-02   1.0000000000000000e+00
   2.2958736199068186e-02   3.1340036151198336e-01  -1.0000000000000000e+00
